inspection_id,violation,major_violation,status,violation_text,correction_type_link,violation_accela,link
6904714,"Food in Good Condition, Safe and Unadulterated",N,Out of Compliance - Minor,"Food in Good Condition, Safe and Unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html,"13. Food in good condition, safe & unadulterated",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor13.html
6904714,"Equipment and Utensil Storage, Use",N,Out of Compliance,"Equipment and Utensil Storage, Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html,"35. Equipment / Utensils -approved, installed, good repair, capacity",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp35.html
6904714,Ventilation and Lighting,N,Out of Compliance,Ventilation and Lighting,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html,"38. Adequate ventilation/ Lighting - designated areas, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp38.html
6635197,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6635197,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6635197,Toilet Facilities,N,Out of Compliance,Toilet Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html,"43. Toilet facilities -properly constructed, supplied, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html
6397897,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6397897,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6397897,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6973445,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6973445,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
7044712,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6832701,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6832701,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6832701,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6832701,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6653678,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6653678,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
6653678,Fruits and Vegetables Washed,N,Out of Compliance,Fruits and Vegetables Washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html,28. Fruits & vegetables washed,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp28.html
6653678,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6882477,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6636915,Toilet Facilities,N,Out of Compliance,Toilet Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html,"43. Toilet facilities -properly constructed, supplied, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp43.html
6357336,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6642055,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6415459,Approved Procedures,Y,Out of Compliance - Major,Approved Procedures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html,18. Compliance with,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html
6285914,Approved Procedures,Y,Out of Compliance - Major,Approved Procedures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html,18. Compliance with,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major18.html
7056374,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
7056374,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
7048509,Vermin,N,Out of Compliance - Minor,Vermin,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html,"23. No rodents, insects, birds or animals",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor23.html
7048509,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
7048509,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
7048509,Thermometers,N,Out of Compliance,Thermometers,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html,"39. Thermometers -provided, accurate",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp39.html
7048509,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
7048509,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6923896,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6923896,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6923896,Proper Cooling,Y,Out of Compliance - Major,Proper Cooling,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major09.html,9. Proper cooling methods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major09.html
6923896,Approved Procedures,N,Out of Compliance - Minor,Approved Procedures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor18.html,18. Compliance with,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor18.html
6923896,Consumer Advisory,N,Out of Compliance - Minor,Consumer Advisory,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor19.html,19. Consumer advisory provided for raw or undercooked foods,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor19.html
6923896,Hot and Cold Water,N,Out of Compliance - Minor,Hot and Cold Water,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html,21. Hot & cold water available,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor21.html
6923896,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6923896,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6923896,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6923896,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6923896,"Floors, Walls, and Ceilings",N,Out of Compliance,"Floors, Walls, and Ceilings",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html,"45. Floor, walls and ceilings - built, maintained, clean",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp45.html
6645294,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6645294,Food Separated and Protected,N,Out of Compliance,Food Separated and Protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html,27. Food separated and protected,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp27.html
6645294,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6645294,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6645294,"Premises, Vermin-proofing, Personal/Cleaning Items",N,Out of Compliance,"Premises, Vermin-proofing, Personal/Cleaning Items",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html,"44. Premises, personal / cleaning items, vermin-proofing",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp44.html
6420803,Nonfood Contact Surfaces Clean,N,Out of Compliance,Nonfood Contact Surfaces Clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html,33. Nonfood contact surfaces clean,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp33.html
6417522,Food Safety Certification,N,Out of Compliance - Minor,Food Safety Certification,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html,1a. Food Safety Certification & Exp. Date,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01a.html
6417522,Holding Temperatures,Y,Out of Compliance - Major,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major07.html
6417522,Wiping Cloths,N,Out of Compliance,Wiping Cloths,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html,"40. Wiping cloths -properly used, stored",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp40.html
6417522,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
7115726,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
7115726,Plumbing,N,Out of Compliance,Plumbing,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html,41. Plumbing -proper backflow devices,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp41.html
6923901,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6923901,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6653751,Proper Handwashing Facilities,N,Out of Compliance - Minor,Proper Handwashing Facilities,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html,6. Adequate handwashing facilities supplied & accessible,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor06.html
6653751,"Equipment, Utensils, Linens Storage and Use",N,Out of Compliance,"Equipment, Utensils, Linens Storage and Use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html,"36. Equipment/ Utensils/ Linens - storage, use",http://www.sandiegocounty.gov/deh/fhd/ffis/violations/grp36.html
6282617,Food Handler Training,N,Out of Compliance - Minor,Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html,1b. Food Handler Training,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor01b.html
6282617,Holding Temperatures,N,Out of Compliance - Minor,Holding Temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html,7. Proper hot & cold holding temperatures,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/minor07.html
6282617,Proper Reheating,Y,Out of Compliance - Major,Proper Reheating,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major11.html,11. Proper reheating procedures for hot holding,http://www.sandiegocounty.gov/deh/fhd/ffis/violations/major11.html
